ident,type,name,coordinates,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
SWMW,small_airport,Maués Airport,"-57.72480011, -3.372169971",69,SA,BR,BR-AM,Maués,SWMW,MBZ,SWMW
SWMX,small_airport,Morrinhos Airport,"-49.12210083, -17.7614994",2789,SA,BR,BR-GO,Morrinhos,SWMX,,SB48
SWMY,small_airport,Porto Fluvial Suiá Missu Airport,"-50.70055771, -11.56694412",623,SA,BR,BR-MT,Barra Do Garças,SWMY,,
SWMZ,small_airport,Estância Aeronaldo Airport,"-54.70194244, -16.44277763",1000,SA,BR,BR-MT,Rondonópolis,SWMZ,,
SWNA,small_airport,Novo Aripuanã Airport,"-60.36489868, -5.118030071",118,SA,BR,BR-AM,Novo Aripuanã,SWNA,NVP,SWNA
SWNB,small_airport,Nobres Airport,"-56.33833313, -14.70722198",722,SA,BR,BR-MT,Nobres,SWNB,,
SWNC,small_airport,Fazenda Procomp Airport,"-58.22861099, -9.401110649",673,SA,BR,BR-MT,Nova Bandeirantes,SWNC,,
SWND,heliport,Tamboré S/A Heliport,"-46.82583237, -23.50972176",2444,SA,BR,BR-SP,Barueri,SWND,,
SWNF,small_airport,Agropecuária Tratex Airport,"-55.56416702, -10.89194393",1033,SA,BR,BR-MT,Colider,SWNF,,
SWNG,small_airport,Fazenda Nossa Senhora das Graças Airport,"-55.83444214, -12.89666653",1279,SA,BR,BR-MT,Sorriso,SWNG,,
SWNH,small_airport,Aruanã Airport,"-51.04809952, -14.93249989",820,SA,BR,BR-GO,Aruanã,SWNH,,SWNH
SWNI,small_airport,Nova Vida Airport,"-62.82555771, -10.17805576",410,SA,BR,BR-RO,Ariquemes,SWNI,AQM,
SWNJ,small_airport,Fazenda Itaquerê Airport,"-53.4916687, -15.12833309",1749,SA,BR,BR-MT,Novo São Joaquim,SWNJ,,
SWNK,small_airport,Novo Campo Airport,"-67.31240082, -8.834560394",394,SA,BR,BR-AM,Boca Do Acre,SWNK,BCR,SWNK
SWNL,small_airport,Fazenda Araçatuba Airport,"-57.70750046, -15.19083309",493,SA,BR,BR-MT,Lambari D`Oeste,SWNL,,
SWNM,small_airport,Normândia Airport,"-59.61719894, 3.86638999",282,SA,BR,BR-RR,Normândia,SWNM,,
SWNN,small_airport,Novo Intento Airport,"-60.6166687, 2.779999971",282,SA,BR,BR-RR,Cantá,SWNN,,SWNN
SWNO,small_airport,Nova Olinda do Norte Airport,"-59.07833481, -3.887778044",121,SA,BR,BR-AM,Nova Olinda Do Norte,SWNO,,
SWNP,closed,Novo Paraiso Airport,"-60.48630142, 1.238190055",213,SA,BR,BR-RR,Novo Paraiso,SWNP,,
SWNQ,small_airport,Niquelândia Airport,"-48.49150085, -14.43490028",2756,SA,BR,BR-GO,Niquelândia,SWNQ,NQL,SWNQ
SWNR,small_airport,Nortelândia Airport,"-56.76722336, -14.48361111",1460,SA,BR,BR-MT,Nortelândia,SWNR,,
SWNS,small_airport,Anápolis Airport,"-48.92710114, -16.36230087",3648,SA,BR,BR-GO,Anápolis,SWNS,APS,SWNS
SWNT,small_airport,Fazenda Santo Antônio Airport,"-50.79861069, -18.96500015",1493,SA,BR,BR-GO,Caçu,SWNT,,
SWNU,closed,Nova Mutum Airport,"-56.1, -13.82",1519,SA,BR,BR-MT,Nova Mutum,SWNU,,
SWNV,small_airport,Aeródromo Nacional de Aviação Airport,"-49.34930038, -16.62540054",2707,SA,BR,BR-GO,Goiânia,SWNV,,SWNV
SWNW,small_airport,Fazenda Tuiuiu Airport,"-55.45500183, -13.7994442",1525,SA,BR,BR-MT,Nobres,SWNW,,
SWNX,small_airport,Fazenda Independência Airport,"-53.50111008, -14.8680563",1650,SA,BR,BR-MT,Santo Antônio Do Leste,SWNX,,
SWNY,heliport,Fazenda Canaã Heliport,"-47.68583298, -21.53472137",1982,SA,BR,BR-SP,Luís Antônio,SWNY,,
SWNZ,heliport,Number One Heliport,"-47.88750076, -15.7891674",3753,SA,BR,BR-DF,Brasília,SWNZ,,
SWOA,small_airport,Arnapar Airport,"-49.39888763, -16.53944397",2625,SA,BR,BR-GO,Goianira,SWOA,,
SWOB,small_airport,Fonte Boa Airport,"-66.08319855, -2.53260994",207,SA,BR,BR-AM,Fonte Boa,SWOB,FBA,SWOB
SWOC,small_airport,Fazenda São Bento do Bocajá Airport,"-57.36472321, -22.02527809",443,SA,BR,BR-MS,Caracol,SWOC,,
SWOE,small_airport,Fazenda Duas Lagoas Airport,"-58.18722153, -16.17083359",688,SA,BR,BR-MT,Cáceres,SWOE,,
SWOF,small_airport,Ouro Fino Airport,"-60.72000122, 2.938060045",282,SA,BR,BR-RR,Boa Vista,SWOF,,
SWOG,small_airport,Fazenda Itaipu Airport,"-56.96111, -13.7525",1470,SA,BR,BR-MT,São José Do Rio Claro,SWOG,,SWOG
SWOH,heliport,Hospital Municipal Dr. Fernando Pereira Da Silva Heliport,"-41.805833, -22.356111",10,SA,BR,BR-RJ,Macaé,SWOH,,
SWOI,small_airport,Fazenda Juara Airport,"-57.56611252, -11.81694412",1200,SA,BR,BR-MT,Juara,SWOI,,
SWOJ,small_airport,Fazenda Nova Alvorada Airport,"-58.26972198, -11.57333279",1092,SA,BR,BR-MT,Brasnorte,SWOJ,,
SWOK,small_airport,Fazenda Pontal Airport,"-53.9355545, -17.30555534",2164,SA,BR,BR-MT,Itiquira,SWOK,,
SWOL,small_airport,Fazenda Roncador Airport,"-52.40000153, -15.0961113",1351,SA,BR,BR-MT,Barra Do Garças,SWOL,,
SWOM,small_airport,Fazenda Salto Bello II Airport,"-53.48805618, -14.96111107",1889,SA,BR,BR-MT,Novo São Joaquim,SWOM,,
SWON,heliport,Júlio Simões Heliport,"-46.23110962, -23.54111099",2503,SA,BR,BR-SP,Mogi Das Cruzes,SWON,,
SWOO,small_airport,Fazenda Três Marias do Água Limpa Airport,"-51.39277649, -15.0713892",1050,SA,BR,BR-GO,Britânia,SWOO,,
SWOP,small_airport,Fazenda Agropecuária Embu Airport,"-57.62444305, -9.787500381",1188,SA,BR,BR-MT,Nova Monte Verde,SWOP,,
SWOQ,small_airport,Fazenda Surucucu Airport,"-47.9916687, -16.74333382",3148,SA,BR,BR-GO,Luziânia,SWOQ,,
SWOR,small_airport,Fazenda Colorado Airport,"-51.22333145, -15.45083332",896,SA,BR,BR-GO,Britânia,SWOR,,
SWOS,small_airport,Fazenda Tapajós Airport,"-48.95305634, -15.17194366",2289,SA,BR,BR-GO,Goianésia,SWOS,,
SWOT,small_airport,Fazenda Planorte Airport,"-58.895278, -13.943333",2106,SA,BR,BR-MT,Sapezal,SWOT,,
SWOU,heliport,Rede Globo 2 Heliport,"-46.69833374, -23.61499977",2576,SA,BR,BR-SP,São Paulo,SWOU,,
SWOV,small_airport,Retiro Arrombadinho Airport,"-55.40805435, -17.50749969",423,SA,BR,BR-MT,Itiquira,SWOV,,
SWOW,small_airport,Moura Airport,"-61.61722183, -1.466943979",43,SA,BR,BR-AM,Moura,SWOW,,
SWOX,small_airport,Estância Barbosa Airport,"-56.49555588, -15.76555634",619,SA,BR,BR-MT,Nossa Senhora Do Livramento,SWOX,,
SWOY,small_airport,Fazenda Duas Barras Airport,"-52.81222153, -16.02527809",1239,SA,BR,BR-MT,Pontal Do Araguaia,SWOY,,
SWOZ,small_airport,Fazenda Santo Antônio Airport,"-54.89916611, -15.31055641",2164,SA,BR,BR-MT,Campo Verde,SWOZ,,
SWPA,small_airport,Pedro Afonso Airport,"-48.155375, -8.997618",630,SA,BR,BR-TO,Pedro Afonso,SWPA,,
SWPB,small_airport,Forte Príncipe da Beira Airport,"-64.41889191, -12.41861057",591,SA,BR,BR-RO,Costa Marques,SWPB,,
SWPC,small_airport,Parí Cachoeira Airport,"-69.79555511, 0.26305601",377,SA,BR,BR-AM,São Gabriel Da Cachoeira,SWPC,,
SWPD,small_airport,Pouso da Águia Airport,"-60.58777618, 2.783611059",282,SA,BR,BR-RR,Cantá,SWPD,,
SWPE,small_airport,Fazenda Lagoa da Mata Airport,"-55.59500122, -10.13638878",866,SA,BR,BR-MT,Carlinda,SWPE,,
SWPG,small_airport,Porto dos Gaúchos Airport,"-57.33388901, -11.51694393",1312,SA,BR,BR-MT,Porto Dos Gaúchos,SWPG,,
SWPH,small_airport,Fazenda Paulo Abreu Airport,"-52.13000107, -15.22611141",978,SA,BR,BR-MT,Barra Do Garças,SWPH,,
SWPI,small_airport,Parintins Airport,"-56.77719879, -2.673019886",87,SA,BR,BR-AM,Parintins,SWPI,PIN,SWPI
SWPJ,small_airport,Fazenda São Caetano Airport,"-53.0344429, -16.03416634",1587,SA,BR,BR-MT,Pontal Do Araguaia,SWPJ,,PMW
SWPK,small_airport,Poconé Airport,"-56.65083313, -16.27277756",591,SA,BR,BR-MT,Poconé,SWPK,,
SWPL,small_airport,Posto Leonardo Vilas Boas Airport,"-53.38166809, -12.19833279",1083,SA,BR,BR-MT,Chapada Dos Guimarães,SWPL,,
SWPM,small_airport,Pimenta Bueno Airport,"-61.17910004, -11.64159966",682,SA,BR,BR-RO,Pimenta Bueno,SWPM,PBQ,SWPM
SWPN,small_airport,Paranã Airport,"-47.87250137, -12.61972237",886,SA,BR,BR-TO,Paranã,SWPN,,
SWPO,small_airport,Fazenda Porta do Amazônia Airport,"-51.24139023, -10.26527786",787,SA,BR,BR-MT,Santa Terezinha,SWPO,,
SWPP,small_airport,Fazenda Pica-Pau Airport,"-50.66500092, -14.75305557",1001,SA,BR,BR-GO,Mozarlândia,SWPP,,
SWPQ,small_airport,Fazenda Piraguassu Airport,"-51.68500137, -10.86111069",705,SA,BR,BR-MT,Porto Alegre Do Norte,SWPQ,,
SWPR,small_airport,Pires do Rio Airport,"-48.33480072, -17.31909943",2428,SA,BR,BR-GO,Pires Do Rio,SWPR,,SWPR
SWPS,small_airport,Porto São Sebastião Airport,"-56.18388748, -12.96694374",1106,SA,BR,BR-MT,Diamantino,SWPS,,
SWPT,small_airport,Fazenda Piratinga Airport,"-55.01333237, -13.61722183",1706,SA,BR,BR-MT,Sinop,SWPT,,
SWPV,small_airport,Planaltina Airport,"-47.54416656, -15.67888927",3806,SA,BR,BR-DF,Brasília,SWPV,,
SWPW,small_airport,Pouso da Garça Airport,"-56.41722107, -16.96722221",377,SA,BR,BR-MT,Barão De Melgaço,SWPW,,
SWPY,small_airport,Primavera do Leste Airport,"-54.33777618, -15.56555557",2149,SA,BR,BR-MT,Primavera Do Leste,SWPY,,
SWPZ,small_airport,Oriçanga de Abreu Airport,"-46.34540176, -14.11810017",2713,SA,BR,BR-GO,Posse,SWPZ,,SWPZ
SWQB,heliport,Hahn Heliport,"-46.39166641, -22.97722244",2838,SA,BR,BR-SP,Piracaia,SWQB,,
SWQD,heliport,Hospital Estadual Adão Pereira Nunes Heliport,"-43.28388977, -22.67305565",52,SA,BR,BR-RJ,Duque De Caxias,SWQD,,SWQD
SWQE,small_airport,Querari Airport,"-69.8506012, 1.091390014",492,SA,BR,BR-AM,São Gabriel Da Cachoeira,SWQE,,
SWQG,small_airport,Fazenda Sossego Airport,"-55.42111206, -21.45722198",1706,SA,BR,BR-MS,Maracaju,SWQG,,SWQG
SWQH,small_airport,Agropecuária Nova Santana Airport,"-60.53861237, -10.14722157",797,SA,BR,BR-MT,Aripuanã,SWQH,,
SWQI,small_airport,Caracaraí Airport,"-61.126896, 1.832874",180,SA,BR,BR-RR,Caracaraí,SWQI,,
SWQJ,small_airport,Campos de Júlio Airport,"-59.26750183, -13.41472244",2132,SA,BR,BR-MT,Campos De Júlio,SWQJ,,
SWQK,small_airport,Pedra Airport,"-36.48110962, -6.766666889",1781,SA,BR,BR-PB,Pedra Lavrada,SWQK,,SWQK
SWQL,small_airport,Fazenda Três Companheiros Airport,"-52.25249863, -16.68250084",2070,SA,BR,BR-GO,Doverlândia,SWQL,,
SWQM,small_airport,Fazenda Boa Vista Airport,"-56.37333298, -15.08944416",688,SA,BR,BR-MT,Acorizal,SWQM,,
SWQN,heliport,Spa-Unicordis Heliport,"-48.25749969, -15.76361084",3691,SA,BR,BR-GO,Santo Antônio Do Descoberto,SWQN,,
SWQP,small_airport,Rio Vermelho Açucar e Álcool Airport,"-51.36999893, -21.3152771",1148,SA,BR,BR-SP,Junqueirópolis,SWQP,,
SWQQ,small_airport,Fazenda Fundão Alegre Airport,"-54.10388947, -18.62805557",1391,SA,BR,BR-MS,Camapuã,SWQQ,,
SWQR,small_airport,Estância Norteagro Airport,"-60.77861023, 2.675832987",279,SA,BR,BR-RR,Boa Vista,SWQR,,
SWQT,small_airport,Fazenda Cotriguaçu Airport,"-58.22916794, -9.864443779",738,SA,BR,BR-MT,Aripuanã,SWQT,,
SWQU,small_airport,Fazenda Guaporé Airport,"-60.12638855, -14.58749962",728,SA,BR,BR-MT,Vila Bela Da Santíssima Trindade,SWQU,,
SWQV,small_airport,Fazenda Maristela Airport,"-58.9691658, -16.11666679",833,SA,BR,BR-MT,Porto Esperidião,SWQV,,
SWQW,small_airport,Fazenda Bacaeri Airport,"-56.82555771, -10.05277824",1050,SA,BR,BR-MT,Alta Floresta,SWQW,,
SWQX,small_airport,Fazenda Barro Preto Airport,"-46.90111111, -13.33527756",1578,SA,BR,BR-GO,Monte Alegre De Goiás,SWQX,,
SWQZ,small_airport,Fazenda Quatro Irmãos Airport,"-53.55333328, -20.87833214",1509,SA,BR,BR-MS,Ribas Do Rio Pardo,SWQZ,,
SWR,small_airport,Silur Airport,"153.0544444, -4.529888889",217,OC,PG,PG-NIK,Silur Mission,AYZI,SWR,SLR
SWRA,small_airport,Arraias Airport,"-46.88555527, -13.02388859",1923,SA,BR,BR-TO,Arraias,SWRA,AAI,
SWRB,small_airport,Fazenda Rio dos Bugres Airport,"-56.95055771, -14.81694412",1148,SA,BR,BR-MT,Barra Do Bugres,SWRB,,
SWRC,small_airport,Fazenda Sevilha Airport,"-51.93416595, -12.62666702",951,SA,BR,BR-MT,Ribeirão Cascalheira,SWRC,,
SWRD,small_airport,Rondonópolis Airport,"-54.72480011, -16.58600044",1467,SA,BR,BR-MT,Rondonópolis,SWRD,ROO,SWRD
SWRF,small_airport,Fazenda Toloza Airport,"-57.98389053, -13.18361092",1644,SA,BR,BR-MT,Brasnorte,SWRF,,
SWRG,small_airport,Fazenda Rancho Maria e Tereza Airport,"-65.22861481, -10.82583332",492,SA,BR,BR-RO,Guajará-Mirim,SWRG,,
SWRI,small_airport,Fazenda Roncador I Airport,"-52.27899933, -12.15540028",993,SA,BR,BR-MT,Querência,SWRI,,SWRI
SWRJ,small_airport,Fazenda Panflora Airport,"-56.55277634, -15.08333302",757,SA,BR,BR-MT,Rosário Oeste,SWRJ,,
SWRK,heliport,Pedreira Pombal Fazenda Recanto Heliport,"-44.257678, -22.486884",1492,SA,BR,BR-RJ,Barra Mansa,SWRK,,SWRK
SWRL,small_airport,Fazenda Pouso Redondo Airport,"-61.04916763, -12.97722244",1086,SA,BR,BR-RO,Corumbiara,SWRL,,
SWRM,small_airport,Santo Antônio do Descoberto Airport,"-48.33361053, -15.9305563",3674,SA,BR,BR-GO,Santo Antônio Do Descoberto,SWRM,,
SWRN,heliport,Estação Naval do Rio Negro Heliport,"-59.95000076, -3.14277792",131,SA,BR,BR-AM,Manaus,SWRN,,
SWRO,small_airport,Aeroclube de Rondônia Airport,"-63.85805511, -8.793610573",312,SA,BR,BR-RO,Porto Velho,SWRO,,
SWRP,small_airport,Aripuanã Airport,"-59.38388824, -10.25027752",623,SA,BR,BR-MT,Aripuanã,SWRP,AIR,SWRP
SWRR,small_airport,Fazenda Serra Azul Airport,"-54.56750107, -14.66777802",1542,SA,BR,BR-MT,Planalto Da Serra,SWRR,,
SWRS,small_airport,Fazenda Santa Mônica Airport,"-54.90694427, -16.93333244",1047,SA,BR,BR-MT,Rondonópolis,SWRS,,
SWRT,small_airport,Fazenda Santa Rita Airport,"-53.1930542, -17.34777832",2346,SA,BR,BR-GO,Santa Rita Do Araguaia,SWRT,,
SWRU,small_airport,Umberto Bosaipo Regional Airport,"-53.07529831, -15.5564003",1460,SA,BR,BR-MT,Tesouro,SWRU,,
SWRV,small_airport,Fazenda Vale do Rio Verde Airport,"-56.53388977, -12.16694355",1378,SA,BR,BR-MT,Diamantino,SWRV,,
SWRW,small_airport,Fazenda Santa Alice Airport,"-58.04444504, -15.58749962",1115,SA,BR,BR-MT,Mirassol D`Oeste,SWRW,,
SWRX,small_airport,Fazenda Santa Cruz do Pessoê Airport,"-60.4458313, -15.16499996",764,SA,BR,BR-MT,Vila Bela Da Santíssima Trindade,SWRX,,
SWRY,small_airport,Fazenda Santa Maria Airport,"-57.47055435, -15.73750019",1853,SA,BR,BR-MT,Porto Estrela,SWRY,,
SWRZ,small_airport,Fazenda Arrossensal Airport,"-56.71379852, -14.35309982",1306,SA,BR,BR-MT,Nortelândia,SWRZ,,SWRZ
SWSA,small_airport,Fazenda São João Airport,"-56.53388977, -12.2891674",1476,SA,BR,BR-MT,Diamantino,SWSA,,
SWSB,small_airport,Fazenda Sabiá Airport,"-51.97722244, -15.23333263",951,SA,BR,BR-MT,Araguaiana,SWSB,,
SWSC,small_airport,Fazenda Santa Cruz Airport,"-52.73333359, -11.65361118",1083,SA,BR,BR-MT,São Félix Do Araguaia,SWSC,,
SWSD,small_airport,Fazenda Santo Antônio Airport,"-51.81388855, -15.62388897",1079,SA,BR,BR-MT,Araguaiana,SWSD,,
SWSF,small_airport,Fazenda São Francisco Airport,"-60.21720123, -15.22410011",863,SA,BR,BR-MT,Vila Bela Da Santíssima Trindade,SWSF,,SWSF
SWSG,small_airport,Fazenda Simarelli Airport,"-59.31679916, -13.60680008",2136,SA,BR,BR-MT,Campos De Júlio,SWSG,,SWSG
SWSH,small_airport,São Raimundo II Airport,"-56.15277863, -9.966388702",932,SA,BR,BR-MT,Alta Floresta,SWSH,,
SWSI,small_airport,Presidente João Batista Figueiredo Airport,"-55.58610916, -11.88500023",1227,SA,BR,BR-MT,Sinop,SWSI,OPS,SWSI
SWSK,small_airport,Fazenda São Marco Airport,"-60.48389816, 3.049720049",295,SA,BR,BR-RR,Boa Vista,SWSK,,
SWSL,heliport,Teuto Heliport,"-48.92722321, -16.41083336",3652,SA,BR,BR-GO,Anápolis,SWSL,,
SWSM,small_airport,Fazenda Santa Maria Airport,"-57.69444, -15.35833",525,SA,BR,BR-MT,Lambari D`Oeste,SWSM,,SWSM
SWSP,small_airport,Sopave Norte Airport,"-54.73833466, -13.7252779",1690,SA,BR,BR-MT,Paranatinga,SWSP,,
SWSQ,small_airport,São Joaquim Airport,"-69.38388889, 1.733055556",541,SA,BR,BR-AM,São Gabriel Da Cachoeira,SWSQ,,SWSQ
SWSR,small_airport,Sertânia Airport,"-55.63388824, -13.75027847",1772,SA,BR,BR-MT,Sertânia,SWSR,,
SWSS,small_airport,Fazenda Silmar Airport,"-60.11444473, -16.16500092",863,SA,BR,BR-MT,Vila Bela Da Santíssima Trindade,SWSS,,
SWST,small_airport,Santa Terezinha Airport,"-50.51861191, -10.46472168",663,SA,BR,BR-MT,Santa Terezinha,SWST,STZ,
SWSU,small_airport,Fazenda Santa Juliana Airport,"-52.02083206, -12.85222244",1230,SA,BR,BR-MT,Ribeirão Cascalheira,SWSU,,
SWSV,small_airport,Fazenda Santa Sílvia Airport,"-51.3805542, -14.38861084",837,SA,BR,BR-MT,Cocalinho,SWSV,,
SWSW,heliport,PCDF Heliport,"-47.91305542, -15.77972221",3816,SA,BR,BR-DF,Brasília,SWSW,,
SWSX,small_airport,Seringal Nova Olinda Airport,"-69.21194458, -10.10444355",673,SA,BR,BR-AC,Sena Mafureira,SWSX,,
SWSY,small_airport,São Simão Airport,"-60.15472031, -15.9086113",705,SA,BR,BR-MT,Vila Bela Da Santíssima Trindade,SWSY,,
SWSZ,small_airport,Fazenda Santa Luzia Airport,"-58.06277847, -9.773611069",741,SA,BR,BR-MT,Nova Bandeirantes,SWSZ,,
SWTA,small_airport,Fazenda Santa Márcia Airport,"-58.40888977, -15.41527843",938,SA,BR,BR-MT,Araputanga,SWTA,,
SWTB,small_airport,Tabajara Airport,"-62.11722183, -8.91694355",722,SA,BR,BR-RO,Ariquemes,SWTB,,
SWTC,small_airport,Tocantínia Airport,"-48.45055771, -9.583610535",656,SA,BR,BR-TO,Tocantínia,SWTC,,
SWTD,small_airport,Fazenda Sete de Setembro Airport,"-52.40000153, -13.88111115",1066,SA,BR,BR-MT,Água Boa,SWTD,,
SWTE,small_airport,Fazenda Trescinco Airport,"-56.65888977, -13.91694355",1132,SA,BR,BR-MT,Diamantino,SWTE,,
SWTF,heliport,Porto Moura Heliport,"-65.5672226, -4.550278187",195,SA,BR,BR-AM,Tefé,SWTF,,
SWTH,small_airport,Fazenda Smith,"-60.5107, 2.9185",290,SA,BR,BR-RR,Bonfim,SWTH,,
SWTI,small_airport,São Vicente Airport,"-59.7798996, -14.52029991",791,SA,BR,BR-MT,Nova Lacerda,SWTI,,SWTI
SWTJ,small_airport,Fazenda Cachoeira Airport,"-57.79722214, -14.60333347",1070,SA,BR,BR-MT,Tangará Da Serra,SWTJ,,
SWTK,small_airport,Fazenda Santa Maria do Guaporé Airport,"-60.2808342, -14.20194435",797,SA,BR,BR-MT,Vila Bela Da Santíssima Trindade,SWTK,,
SWTL,small_airport,Fazenda Corumbiara Airport,"-61.2836113, -12.50055599",1371,SA,BR,BR-RO,Pimenta Bueno,SWTL,,SWTL
SWTM,closed,Fazenda Santos Reis Airport,"-59.15000153, -16.26666641",879,SA,BR,BR-MT,Porto Esperidião,SWTM,,
SWTN,small_airport,Fazenda Arapucel Airport,"-58.72916794, -15.04138947",1345,SA,BR,BR-MT,Araputanga,SWTN,,
SWTO,small_airport,Paraíso do Tocantins Airport,"-48.93280029, -10.17420006",1083,SA,BR,BR-TO,Paraíso Do Tocantins,SWTO,,SWTO
SWTP,small_airport,Tapuruquara Airport,"-64.9923, -0.3786",223,SA,BR,BR-AM,Santa Isabel Do Rio Negro,SWTP,IRZ,
SWTQ,small_airport,Termas Pousada do Rio Quente Airport,"-48.76169968, -17.76860046",2247,SA,BR,BR-GO,Rio Quente,SWTQ,,SWTQ
SWTR,small_airport,Taraquá Airport,"-68.54560089, 0.124721996",246,SA,BR,BR-AM,São Gabriel Da Cachoeira,SWTR,,
SWTS,small_airport,Tangará da Serra Airport,"-57.44350052, -14.6619997",1460,SA,BR,BR-MT,Tangará Da Serra,SWTS,TGQ,SWTS
SWTU,small_airport,Fazenda Tucunaré Airport,"-58.86693478, -13.46552781",1814,SA,BR,BR-MT,Sapezal,SWTU,AZL,SWTU
SWTV,small_airport,Fazenda Rio Preto Airport,"-57.96861267, -15.06222153",1354,SA,BR,BR-MT,Salto Do Céu,SWTV,,
SWTW,small_airport,Fazenda São Lucas Airport,"-59.2416687, -15.70638943",833,SA,BR,BR-MT,Pontes E Lacerda,SWTW,,
SWTX,small_airport,Fazenda Olho D`Água Airport,"-52.97138977, -16.14527893",1201,SA,BR,BR-MT,Torixoreu,SWTX,,
SWTY,small_airport,Taguatinga Airport,"-46.40055466, -12.43388939",1959,SA,BR,BR-TO,Taguatinga,SWTY,QHN,
SWUA,small_airport,São Miguel do Araguaia Airport,"-50.19760132, -13.33129978",1249,SA,BR,BR-GO,São Miguel Do Araguaia,SWUA,SQM,SWUA
SWUB,small_airport,Fazenda Serra Alegre Airport,"-59.19166565, -15.67416668",1115,SA,BR,BR-MT,Pontes E Lacerda,SWUB,,
SWUC,small_airport,Luciara Airport,"-50.68388748, -11.20027828",689,SA,BR,BR-MT,Luciara,SWUC,,
SWUE,small_airport,Fazenda Tapayuna Airport,"-55.9366684, -10.7033329",1197,SA,BR,BR-MT,Nova Canaã Do Norte,SWUE,,
SWUF,heliport,Cervejaria Petrópolis Heliport,"-47.66055679, -23.25805664",2067,SA,BR,BR-SP,Boituva,SWUF,,
SWUI,small_airport,Pauini Airport,"-67.02833557, -7.722499847",397,SA,BR,BR-AM,Pauini,SWUI,,
SWUJ,small_airport,Taguá Agropecuária Airport,"-55.3777771, -12.20499992",1230,SA,BR,BR-MT,Vera,SWUJ,,
SWUK,small_airport,Uapuí Cachoeira Airport,"-69.20055389, 1.216388941",249,SA,BR,BR-AM,São Gabriel Da Cachoeira,SWUK,,
SWUL,small_airport,Fazenda Furna Azul Airport,"-48.42139053, -6.218056202",407,SA,BR,BR-TO,Ananás,SWUL,,
SWUM,small_airport,Fazenda Rancho Novo Airport,"-60.27277756, -13.44250011",984,SA,BR,BR-MT,Comodoro,SWUM,,
SWUN,small_airport,Fazenda Santa Eunice Airport,"-57.56777954, -10.17194366",886,SA,BR,BR-MT,Nova Monte Verde,SWUN,,
SWUO,closed,Fazenda Santo André Airport,"-55.98722076, -13.68638897",1529,SA,BR,BR-MT,Nova Mutum,SWUO,,
SWUP,small_airport,Uirapuru Airport,"-59.36722183, -14.01694393",1575,SA,BR,BR-GO,Uirapuru,SWUP,,
SWUQ,small_airport,Surucucu Airport,"-63.64699936, 2.835279942",2854,SA,BR,BR-RR,Alto Alegre,SWUQ,,SWUQ
SWUR,small_airport,Fazenda Vista Verde Airport,"-44.38944244, -8.491666794",1945,SA,BR,BR-PI,Palmeira Do Piauí,SWUR,,
SWUS,small_airport,Sede Fazenda São Benedito Airport,"-57.70916748, -14.23499966",1798,SA,BR,BR-MT,Campo Novo Do Parecis,SWUS,,
SWUT,small_airport,Lavoura Fazenda São Benedito Airport,"-57.7788887, -14.22000027",2001,SA,BR,BR-MT,Campo Novo Do Parecis,SWUT,,
SWUU,small_airport,Fazenda Uirapuru Airport,"-54.20055771, -12.13361073",1148,SA,BR,BR-MT,Sinop,SWUU,,
SWUW,small_airport,Fazenda Santa Bárbara II Airport,"-56.83694458, -15.11388874",810,SA,BR,BR-MT,Alto Paraguai,SWUW,,
SWUY,small_airport,Urucu Airport,"-65.35540009, -4.884220123",243,SA,BR,BR-AM,Coari,SBUY,,SBUY
SWUZ,small_airport,Brigadeiro Araripe Macedo Airport,"-47.96870041, -16.26169968",3269,SA,BR,BR-GO,Luziânia,SWUZ,,SWUZ
SWVA,heliport,Valmir Amaral Heliport,"-47.89583206, -15.84833336",3300,SA,BR,BR-DF,Brasília,SWVA,,
SWVB,small_airport,Vila Bela da Santíssima Trindade Airport,"-59.96722031, -15.01527786",886,SA,BR,BR-MT,Vila Bela Da Santíssima Trindade,SWVB,,
SWVC,small_airport,Vila Rica Airport,"-51.14222336, -9.97944355",892,SA,BR,BR-MT,Vila Rica,SWVC,VLP,
SWVD,small_airport,Fazenda Rio Verde Airport,"-52.57777786, -17.96916771",2592,SA,BR,BR-GO,Serranópolis,SWVD,,
SWVE,small_airport,Fazenda Vista Alegre Airport,"-68.00722504, -9.788611412",666,SA,BR,BR-AC,Bujari,SWVE,,
SWVF,small_airport,Fazenda Sto Antônio Guaporé - Sede Nova Airport,"-59.92805481, -16.00944328",709,SA,BR,BR-MT,Vila Bela Da Santíssima Trindade,SWVF,,
SWVH,small_airport,Fazenda Vaca Branca Airport,"-56.23972321, -9.524443626",1149,SA,BR,BR-MT,Alta Floresta,SWVH,,
SWVI,small_airport,Fazenda Pirassununga Airport,"-48.31111145, -11.5177784",787,SA,BR,BR-TO,São Valério,SWVI,,
SWVJ,small_airport,Fazenda Uiapuru Airport,"-56.00222015, -13.66388893",1519,SA,BR,BR-MT,Nova Mutum,SWVJ,,
SWVK,small_airport,Fazenda Vale do Rio Celeste Airport,"-55.32611084, -13.03694439",1411,SA,BR,BR-MT,Nova Ubiratã,SWVK,,
SWVL,small_airport,Fazenda Vertente Airport,"-55.31555557, -15.89666653",2444,SA,BR,BR-MT,Santo Antônio Do Leverger,SWVL,,
